case,scheme,N,ops,U,B,theta,pad_pool,fanout_class,refresh_period,split_load_percent,merge_load_percent,dist,workload,variant,crypto,seed,query_ratio,selectivity,build_ms,avg_query_ms,avg_update_ms,logical_cells,active,server_bytes,lbc_boundary_count,lbc_prototype_count,lbc_repair_entries,lbc_avg_repair,lbc_desc_bytes,lbc_proto_bytes,lbc_full_bytes,lbc_log_bytes,lbc_raw_bitmap_bytes,lbc_compression_ratio,searches,updates,refreshes,splits,merges,touched_cells,fetched_objects,response_bytes,patch_bytes,refresh_bytes,guide_locates,guide_corrections,token_padding_refs,max_token_refs,max_fanout_class,log_refs,raw_log_length_exposures,max_visible_log_refs_per_cell,ordered_token_exposures,cert_capacity_class,cert_fanout_class,cert_log_class,cert_maintenance_class,cert_split_load_class,cert_merge_load_class,cert_desc_object_class,cert_proto_object_class,cert_patch_object_class,cert_full_object_class,refresh_class_events,split_class_events,merge_class_events,public_refresh_ticks,scheduled_refreshes,forced_log_refreshes,forced_capacity_splits,public_split_events,public_merge_events,cert_candidate_cells,cert_certified_cells,cert_capacity_overflow_splits,eval_cells,eval_top_k,eval_region_precision_at_k,eval_hotspot_precision_at_k,eval_log_profile_precision_at_k,eval_region_auc,eval_hotspot_auc,eval_log_growth_auc,eval_maintenance_auc,eval_log_length_correlation,eval_maintenance_correlation,eval_ambiguity_size,eval_normalized_ambiguity,eval_log_ambiguity_size,eval_normalized_log_ambiguity
PGM-Learned-Naive,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,-1,2.05203,0.750858,0.0167222,10,9986,84782,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,2078,24895,17404189,4662,0,1778,43,0,116,116,22817,2078,29,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.6875,1,1,0.5,0.994896,0,1,0.1,3,0.3
PGM-Learned-Naive,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,-1,1.98514,0.798724,0.0174873,10,10010,84488,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,2274,25616,19013598,4368,0,1792,22,0,113,113,23342,2274,31,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.6875,1,1,0.5,0.9964,0,1,0.1,1.4,0.14
PGM-Learned-Naive,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,-1,1.9865,0.764062,0.0178285,10,10011,84215,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,2177,23610,18196921,4095,0,1805,40,0,105,105,21433,2177,25,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.8125,1,1,0.5,0.997567,0,1,0.1,1.2,0.12
LOCI-Full,loci,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,-1,55.8168,0.903356,0.757425,19,9986,2756864,9473,152,77978,8.23161,2491904,38912,4864,155648,1288328,0.478696,778,222,19,5,0,3549,754176,49226304,14208,4111360,1764,7507,293571,2048,2048,454272,0,128,0,1024,16,128,64,922,256,128,256,64,256,19,5,0,3,3,0,3,2,0,0,0,0,19,4,0.25,1,0,0.583333,1,0.5,0.55,0,0.357105,1,0.0526316,19,1
LOCI-Full,loci,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,-1,54.8866,0.874332,0.812505,19,10010,2756864,9455,152,77716,8.21957,2491904,38912,4864,155648,1285880,0.477786,792,208,20,5,0,3513,738304,48208576,13312,4252544,1802,7771,282289,2048,2048,449664,0,128,0,1024,16,128,64,922,256,128,256,64,256,20,5,0,3,3,0,4,1,0,0,0,0,19,4,0.25,1,0,0.533333,1,0.5,0.35,0,0.156335,1,0.0526316,19,1
LOCI-Full,loci,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,-1,55.7271,0.751033,0.854248,20,10011,2897920,9492,160,76106,8.01791,2622464,40960,5120,163840,1290912,0.455769,805,195,18,6,0,3044,600832,39325120,12480,4253056,1816,5509,205263,2048,2048,389632,0,128,0,1024,16,128,64,922,256,128,256,64,256,18,6,0,3,3,0,4,2,0,0,0,0,20,4,0.5,1,0,0.6875,1,0.5,0.359375,0,0.14456,1,0.05,20,1
PGM-Learned-GlobalPad,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,-1,2.91402,1.28317,0.0202886,10,9986,376832,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,2078,1003620,98144640,14208,73728,1778,43,735558,1290,1290,265984,0,128,0,1152,1290,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,10,10,0,10,2,0.5,1,0,0.625,1,0.5,0.3125,0,-0.614135,1,0.1,10,1
PGM-Learned-GlobalPad,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,-1,2.8644,1.35122,0.0222961,10,10010,376832,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,2274,1021680,102499200,13312,73728,1792,22,728334,1290,1290,291072,0,128,0,1152,1290,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,10,10,0,10,2,0.5,1,0,0.8125,1,0.5,0.3125,0,-0.771361,1,0.1,10,1
PGM-Learned-GlobalPad,pgm,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,-1,2.86663,1.30955,0.0222145,10,10011,376832,0,0,0,0,0,0,0,0,0,0,805,195,3,0,0,2177,1038450,101989440,12480,73728,1805,40,757617,1290,1290,278656,0,128,0,1152,1290,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,10,10,0,10,2,0,1,0,0.5625,1,0.5,0.3125,0,-0.596784,1,0.1,10,1
FixedCell-Bitmap,fixedcell,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,-1,1.90444,0.950944,0.0557091,10,9986,84782,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,832,31384,23632120,4662,0,0,0,0,137,137,30552,832,126,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.9375,0.96875,0.96875,0.5,0.999827,0,1,0.1,1.6,0.16
FixedCell-Bitmap,fixedcell,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,-1,1.90988,0.978764,0.0692403,10,10010,84488,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,860,31094,25104794,4368,0,0,0,0,120,120,30234,860,119,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.6875,1,1,0.5,0.999999,0,1,0.1,1.8,0.18
FixedCell-Bitmap,fixedcell,10000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,-1,1.91791,0.97557,0.0655655,10,10011,84215,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,869,31387,25111378,4095,0,0,0,0,132,132,30518,869,119,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,10,0,10,2,0.5,1,1,0.9375,1,1,0.5,0.99996,0,1,0.1,1.8,0.18
PGM-Learned-Naive,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,-1,5.32391,1.76934,0.019076,25,24986,204962,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,4231,22993,34999526,4662,0,1778,28,0,108,108,18762,4231,15,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0.2,1,1,0.5,1,0.99,0.5,0.990439,0,1,0.04,3.88,0.1552
PGM-Learned-Naive,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,-1,5.31647,1.7843,0.0219709,25,25010,204668,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,4330,24030,35860220,4368,0,1792,28,0,114,114,19700,4330,16,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0.2,1,1,0.64,0.99,0.99,0.5,0.994379,0,1,0.04,3.08,0.1232
PGM-Learned-Naive,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,-1,5.29644,1.81521,0.0193618,25,25011,204395,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,4478,21962,37027876,4095,0,1805,47,0,107,107,17484,4478,20,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0,1,1,0.41,0.99,0.99,0.5,0.998416,0,1,0.04,3.32,0.1328
LOCI-Full,loci,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,-1,135.719,2.3963,1.4523,44,24986,6496512,22112,352,186952,8.45478,5772544,90112,11264,360448,3007232,0.482364,778,222,23,9,0,6725,1420544,92486656,14208,5812096,1764,16202,550184,4096,4096,860800,0,128,0,1024,16,128,64,922,256,128,256,64,256,23,9,0,3,3,0,7,2,0,0,0,0,44,9,0.222222,1,0,0.606349,0.996825,0.5,0.439683,0,0.0651975,1.04545,0.0237603,44,1
LOCI-Full,loci,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,-1,136.776,2.68843,1.85054,52,25010,7626496,22036,416,179074,8.12643,6818560,106496,13312,425984,2996896,0.406946,792,208,24,14,0,7595,1557248,101409600,13312,7367552,1802,20263,574577,4096,4096,972160,0,128,0,1024,16,128,64,922,256,128,256,64,256,24,14,0,3,3,0,14,0,0,0,0,0,52,11,0.454545,1,0.272727,0.776053,0.988914,0.5,0.409091,0,0.0228692,1.26923,0.0244083,52,1
LOCI-Full,loci,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,-1,135.404,2.53502,1.90226,46,25011,6778496,22041,368,185236,8.40416,6033536,94208,11776,376832,2997576,0.460008,805,195,28,10,0,7449,1498624,97633856,12480,6803840,1816,17336,534747,4096,4096,953472,0,128,0,1024,16,128,64,922,256,128,256,64,256,28,10,0,3,3,0,9,1,0,0,0,0,46,10,0.4,1,0,0.708333,0.998611,0.5,0.554167,0,0.186029,1,0.0217391,46,1
PGM-Learned-GlobalPad,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,-1,7.13206,3.52006,0.0252301,25,24986,876544,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,4231,2509050,229629120,14208,73728,1778,28,1963251,3225,3225,541568,0,128,0,1152,3225,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,25,25,0,25,5,0.2,1,0,0.55,1,0.5,0.425,0,-0.377168,1,0.04,25,1
PGM-Learned-GlobalPad,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,-1,7.10448,3.55446,0.0290222,25,25010,876544,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,4330,2554200,234134400,13312,73728,1792,28,1995630,3225,3225,554240,0,128,0,1152,3225,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,25,25,0,25,5,0.6,1,0,0.7,0.99,0.5,0.425,0,-0.581114,1,0.04,25,1
PGM-Learned-GlobalPad,pgm,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,-1,7.09625,3.60297,0.0275635,25,25011,876544,0,0,0,0,0,0,0,0,0,0,805,195,3,0,0,4478,2596125,239232960,12480,73728,1805,47,2018463,3225,3225,573184,0,128,0,1152,3225,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,25,25,0,25,5,0,1,0,0.43,0.99,0.5,0.425,0,-0.323365,1,0.04,25,1
FixedCell-Bitmap,fixedcell,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,-1,5.34741,2.5475,0.132572,25,24986,204962,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,1108,28421,51076061,4662,0,0,0,0,124,124,27313,1108,115,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0.4,1,1,0.81,0.985,0.985,0.5,0.999775,0,1,0.04,3.56,0.1424
FixedCell-Bitmap,fixedcell,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,-1,5.25929,2.58166,0.155096,25,25010,204668,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,1128,31273,53195213,4368,0,0,0,0,135,135,30145,1128,125,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0.4,1,1,0.82,0.99,0.99,0.5,0.999697,0,1,0.04,3.88,0.1552
FixedCell-Bitmap,fixedcell,25000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,-1,5.26988,2.58374,0.151194,25,25011,204395,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,1140,26325,53822429,4095,0,0,0,0,117,117,25185,1140,112,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,25,0,25,5,0.4,1,0.8,0.8,1,0.99,0.5,0.99992,0,1,0.04,3.88,0.1552
PGM-Learned-Naive,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,-1,11.7369,3.82082,0.0209766,49,49986,405250,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,7677,24797,63310652,4662,0,1778,68,0,115,115,17120,7677,9,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.3,1,1,0.510256,0.987179,0.989744,0.5,0.986285,0,1,0.0204082,6.83673,0.139525
PGM-Learned-Naive,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,-1,11.6614,3.87923,0.0232041,49,50010,404956,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,7883,25521,65022818,4368,0,1792,31,0,115,115,17638,7883,8,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.2,1,0.9,0.6,0.958974,0.934615,0.5,0.986668,0,1.04082,0.0212411,9.40816,0.192003
PGM-Learned-Naive,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,-1,11.6312,3.92411,0.0217191,49,50011,404683,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,8110,23362,66832204,4095,0,1805,46,0,108,108,15252,8110,9,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.3,1,1,0.610256,1,1,0.5,0.998,0,1,0.0204082,6.83673,0.139525
LOCI-Full,loci,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,-1,259.503,4.68976,2.92376,84,49986,12425088,39866,672,340232,8.53439,11019136,172032,21504,688128,5421776,0.455581,778,222,27,13,0,11452,2053120,133887424,14208,7510784,1764,26338,572887,8192,8192,1465856,0,128,0,1024,16,128,64,922,256,128,256,64,256,27,13,0,3,3,0,12,1,0,0,0,0,84,17,0.294118,1,0.235294,0.62072,1,0.5,0.441615,0,0.0165755,1.07143,0.0127551,84,1
LOCI-Full,loci,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,-1,259.821,6.13014,3.23422,89,50010,13131392,39835,712,336728,8.45307,11672960,182272,22784,729088,5417560,0.429723,792,208,25,16,0,13877,2800384,182179840,13312,8075520,1802,33615,1007288,8192,8192,1776256,0,128,0,1024,16,128,64,922,256,128,256,64,256,25,16,0,3,3,0,15,1,0,0,0,0,89,18,0.166667,1,0.277778,0.528951,0.997653,0.5,0.397105,0,0.0111389,1.02247,0.0114884,89,1
LOCI-Full,loci,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,-1,262.423,6.30008,4.45518,95,50011,13980544,39808,760,333286,8.37234,12459136,194560,24320,778240,5413888,0.402332,805,195,32,19,0,14237,2889216,187940160,12480,9919232,1816,34838,1049607,8192,8192,1822336,0,128,0,1024,16,128,64,922,256,128,256,64,256,32,19,0,3,3,0,17,2,0,0,0,0,95,19,0.210526,1,0.157895,0.559903,0.985457,0.506579,0.509003,0.0931099,0.129932,1.14737,0.0120776,93.0211,0.979169
PGM-Learned-GlobalPad,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,-1,14.9327,7.96117,0.0244362,49,49986,1728512,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,7677,4917738,440023872,14208,73728,1778,68,3927405,6321,6321,982656,0,128,0,1152,6321,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,49,49,0,49,10,0.2,1,0,0.521795,0.987179,0.5,0.461538,0,-0.243914,1.08163,0.0220741,49,1
PGM-Learned-GlobalPad,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,-1,14.9708,7.9602,0.0271256,49,50010,1728512,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,7883,5006232,449049408,13312,73728,1792,31,3989325,6321,6321,1009024,0,128,0,1152,6321,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,49,49,0,49,10,0.3,1,0.2,0.625641,0.958974,0.5,0.461538,0,-0.308033,1.12245,0.0229071,49,1
PGM-Learned-GlobalPad,pgm,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,-1,15.0293,8.03185,0.0269588,49,50011,1728512,0,0,0,0,0,0,0,0,0,0,805,195,3,0,0,8110,5088405,458013120,12480,73728,1805,46,4042215,6321,6321,1038080,0,128,0,1152,6321,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,49,49,0,49,10,0.1,1,0,0.515385,1,0.5,0.461538,0,-0.239499,1.12245,0.0229071,49,1
FixedCell-Bitmap,fixedcell,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,-1,11.7631,5.07547,0.171327,49,49986,405250,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,1541,25407,88519502,4662,0,0,0,0,124,124,23866,1541,85,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.4,1,0.8,0.684615,1,0.984615,0.5,0.999547,0,1,0.0204082,9.4898,0.193669
FixedCell-Bitmap,fixedcell,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,-1,12.0409,5.22307,0.230622,49,50010,404956,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,1566,26360,92315090,4368,0,0,0,0,118,118,24794,1566,91,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.6,1,0.8,0.910256,0.961538,0.919231,0.5,0.999622,0,1,0.0204082,11.8571,0.241983
FixedCell-Bitmap,fixedcell,50000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,-1,11.8184,5.20444,0.178542,49,50011,404683,0,0,0,0,0,0,0,0,0,0,805,195,0,0,0,1586,23155,94189685,4095,0,0,0,0,115,115,21569,1586,80,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,49,49,0,49,10,0.4,1,1,0.696154,0.991026,0.992308,0.5,0.999862,0,1,0.0204082,9.32653,0.190337
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,-1,27.4559,8.7575,0.0222656,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,14589,30577,119984480,4662,0,1778,47,0,132,132,15988,14589,6,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,0.9,0.571474,0.991346,0.971795,0.5,0.976873,0,1.02041,0.0104123,18.2857,0.186589
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,-1,27.5082,8.88687,0.025582,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,14998,31157,123363219,4368,0,1792,52,0,130,130,16159,14998,6,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.25,1,0.95,0.495833,0.975962,0.975,0.5,0.981175,0,1.02041,0.0104123,21.5918,0.220325
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,-1,27.4326,9.02344,0.0250285,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,15520,30812,127619052,4074,0,1804,36,0,117,117,15292,15520,6,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.25,1,1,0.533974,0.984615,0.982051,0.5,0.989631,0,1,0.0102041,21.7551,0.221991
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,-1,491.934,13.3377,9.03949,172,99986,25410688,68091,1376,578552,8.49675,22556800,352256,44032,1409024,9260376,0.380114,778,222,35,25,0,24167,4687104,304911296,14208,12041472,1764,61470,1566495,16384,16384,3093376,0,128,0,1024,16,128,64,922,256,128,256,64,256,35,25,0,3,3,0,24,1,0,0,0,0,172,35,0.2,1,0.342857,0.557351,0.986966,0.50365,0.48926,0.0105498,0.0165919,1.22093,0.00709843,170.012,0.98844
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,-1,482.585,12.9179,7.93324,162,100010,23996416,68048,1296,583962,8.58162,21247488,331776,41472,1327104,9254528,0.403285,792,208,29,21,0,23780,4615936,300287872,13312,10056192,1802,50017,1545192,16384,16384,3043840,0,128,0,1024,16,128,64,922,256,128,256,64,256,29,21,0,3,3,0,20,1,0,0,0,0,162,33,0.181818,1,0.333333,0.540874,0.987785,0.5,0.493775,0,-0.053476,1.16049,0.00716354,162,1
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,-1,479.826,11.4252,8.74383,160,100012,23711872,67805,1280,579794,8.5509,20983936,327680,40960,1310720,9221480,0.406891,805,194,31,20,0,23204,3880960,253143680,12416,10058368,1816,47013,884474,16384,16384,2970112,0,128,0,1024,16,128,64,922,256,128,256,64,256,31,20,0,3,3,0,18,2,0,0,0,0,160,32,0.21875,1,0.25,0.583618,0.975586,0.503906,0.499268,0.0686285,0.132356,1.1,0.006875,158.012,0.987578
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,-1,34.17,18.9834,0.0282606,98,99986,3457024,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,14589,9835476,867562944,14208,73728,1778,47,7953495,12642,12642,1867392,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.25,1,0.2,0.528526,0.991346,0.5,0.480769,0,-0.156335,1.18367,0.0120783,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,-1,34.3614,19.1084,0.0316727,98,100010,3457024,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,14998,10012464,885565056,13312,73728,1792,52,8077722,12642,12642,1919744,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.15,1,0.25,0.452885,0.975962,0.5,0.480769,0,-0.0366614,1.32653,0.013536,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,-1,33.8593,19.3028,0.0322881,98,100012,3457024,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,15520,10176810,904602240,12416,73728,1804,36,8174730,12642,12642,1986560,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.1,1,0.15,0.466987,0.984615,0.5,0.512179,0,0.0313608,1.18367,0.0120783,98,1
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,-1,28.0427,10.0167,0.199456,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,2300,22889,154374697,4662,0,0,0,0,124,124,20589,2300,44,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.25,1,0.9,0.467628,0.991987,0.962179,0.5,0.998688,0,1,0.0102041,31.1224,0.317576
